City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
123,arcachon,44.5875,-1.0519,8.03000000000003,93,87,0.51,FR,1703808114
124,queenstown,-31.8976,26.8753,14.360000000000014,93,99,0.83,ZA,1703808028
125,hauterive,46.0901,3.4459,9.050000000000011,67,87,2.97,FR,1703808116
126,notodden,59.5594,9.2585,-3.4699999999999704,92,100,2.46,NO,1703808118
127,mostaganem,35.9311,0.0892,14.260000000000048,65,62,0.99,DZ,1703808119
128,rajur,20.1167,78.9167,16.980000000000018,54,50,1.54,IN,1703808120
129,remire-montjoly,4.9167,-52.2667,26.02000000000004,94,20,1.03,GF,1703808121
130,morogoro,-6.8167,37.6667,22.140000000000043,98,88,0.89,TZ,1703808122
131,codrington,-38.2667,141.9667,16.900000000000034,55,19,4.77,AU,1703808124
132,vila franca do campo,37.7167,-25.4333,12.939999999999998,77,0,1.71,PT,1703808125
133,pont rouge,48.8833,-72.0825,-8.939999999999998,87,2,0.3,CA,1703808126
134,terenozek,45.05,64.9833,2.1200000000000045,70,94,11.67,KZ,1703808128
135,olyokminsk,60.3736,120.4264,-32.65999999999997,100,99,0.62,RU,1703808129
136,san patricio,28.017,-97.5169,15.400000000000034,53,5,1.29,US,1703808130
137,porto novo,6.4965,2.6036,28.900000000000034,82,46,2.08,BJ,1703808131
138,rock falls,41.7798,-89.689,1.330000000000041,98,100,4.63,US,1703808132
139,wenchang,30.904,118.4887,6.670000000000016,82,35,0.71,CN,1703808133
140,antonio enes,-16.2325,39.9086,26.53000000000003,87,100,0.99,MZ,1703808134
141,hamilton,39.1834,-84.5333,4.020000000000039,74,100,4.12,US,1703808135
142,gereida,11.2811,25.1414,18.890000000000043,24,44,5.95,SD,1703808138
143,klyuchi,52.2667,79.1667,-1.2999999999999545,84,100,8.98,RU,1703808139
144,laojunmiao,39.8333,97.7333,-5.599999999999966,42,18,2.46,CN,1703808139
145,port elizabeth,-33.918,25.5701,17.950000000000045,89,97,1.34,ZA,1703808141
146,kingston,17.997,-76.7936,27.53000000000003,86,20,3.09,JM,1703807846
147,tazovsky,67.4667,78.7,-15.379999999999995,96,93,4.42,RU,1703808143
148,'alaqahdari dishu,30.4374,63.313,13.060000000000002,27,8,2.11,AF,1703808144
149,mount gambier,-37.8333,140.7667,17.870000000000005,47,2,3.4,AU,1703808145
150,qom,34.6401,50.8764,9.04000000000002,63,12,3.2,IR,1703808111
151,kruisfontein,-34.0033,24.7314,17.430000000000007,85,100,3.23,ZA,1703808147
152,sao vicente,-23.9631,-46.3919,27.930000000000007,84,3,1.37,BR,1703807867
153,monchegorsk,67.9397,32.8739,-15.229999999999961,99,96,1.52,RU,1703808149
154,arraial do cabo,-22.9661,-42.0278,23.980000000000018,83,0,5.66,BR,1703808150
155,chita,52.0333,113.55,-21.059999999999974,77,100,0.0,RU,1703808151
156,lompoc,34.6391,-120.4579,21.5,67,38,1.79,US,1703808153
157,caleta de carquin,-11.0925,-77.6267,22.710000000000036,81,94,3.32,PE,1703808154
158,abepura,-2.6333,140.5833,24.450000000000045,94,40,0.51,ID,1703808155
159,hami,42.8,93.45,-8.069999999999993,75,11,1.75,CN,1703808156
160,sumbe,-11.2061,13.8437,25.53000000000003,84,99,3.04,AO,1703808157
161,nyurba,63.2842,118.3319,-39.74999999999997,100,99,0.84,RU,1703808158
162,linhares,-19.3911,-40.0722,22.620000000000005,88,46,1.34,BR,1703808160
163,ixtapa,20.7,-105.2,25.57000000000005,53,0,3.6,MX,1703808161
164,port lincoln,-34.7333,135.8667,17.74000000000001,71,27,8.07,AU,1703808162
165,ystalyfera,51.7672,-3.7808,10.140000000000043,79,92,9.13,GB,1703808164
166,harrisburg,40.2737,-76.8844,12.080000000000041,84,100,1.54,US,1703807904
167,pedro ii,-4.4247,-41.4586,25.52000000000004,60,100,1.67,BR,1703808166
168,corner brook,48.9667,-57.9484,-5.989999999999952,88,31,1.71,CA,1703808167
169,grand falls-windsor,48.9332,-55.6649,-6.939999999999998,80,16,1.68,CA,1703808168
170,cockburn town,21.4612,-71.1419,25.360000000000014,74,53,3.53,TC,1703808169
171,enewetak,11.3474,162.3373,27.610000000000014,83,64,6.81,MH,1703808171
